"code","level","cause","sex","0-28 days","1-59 months","5-14 years","15-29 years","30-49 years","50-59 years","60-69 years","70+ years","year","region"
"1B",2,"Respiratory Infectious","Female",17756,82306,4186,1784,2652,2020,3886,10376,"2000","Emr"
"1B01",3,"Lower respiratory infections","Female",17743,82081,4130,1775,2639,2010,3871,10352,"2000","Emr"
"1B02",3,"Upper respiratory infections","Female",2,218,54,9,12,7,10,18,"2000","Emr"
"1B03",3,"Otitis media","Female",11,6,2,0,2,3,5,5,"2000","Emr"
"1C",2,"Maternal conditions","Female",0,0,0,18873,23196,0,0,0,"2000","Emr"
"1D",2,"Neonatal conditions","Female",175817,16523,0,0,0,0,0,0,"2000","Emr"
"1D01",3,"Preterm birth complications","Female",73283,6818,0,0,0,0,0,0,"2000","Emr"
"1D02",3,"Birth asphyxia and birth trauma","Female",62927,5482,0,0,0,0,0,0,"2000","Emr"
"1D03",3,"Neonatal sepsis and infections","Female",28801,0,0,0,0,0,0,0,"2000","Emr"
"1D04",3,"Other neonatal conditions","Female",10806,4223,0,0,0,0,0,0,"2000","Emr"
"1E",2,"Nutritional deficiencies","Female",0,6799,1434,776,1366,772,1244,2244,"2000","Emr"
"1E01",3,"Protein-energy malnutrition","Female",0,6444,1073,343,548,368,601,987,"2000","Emr"
"1E02",3,"Iodine deficiency","Female",0,0,0,0,0,0,0,0,"2000","Emr"
"1E03",3,"Vitamin A deficiency","Female",0,0,0,0,0,0,0,0,"2000","Emr"
"1E04",3,"Iron-deficiency anaemia","Female",0,0,0,0,0,0,0,0,"2000","Emr"
"1E05",3,"Other nutritional deficiencies","Female",0,355,361,433,818,404,643,1257,"2000","Emr"
"2",1,"Noncommunicable","Female",18159,30768,14207,27651,93024,106627,169523,357137,"2000","Emr"
"2A",2,"Malignant neoplasms","Female",41,1694,1778,4529,25535,23496,24183,25716,"2000","Emr"
"2A01",3,"Mouth and oropharynx cancers","Female",0,0,23,222,1211,1297,1202,813,"2000","Emr"
"2A01a",4,"Lip and oral cavity","Female",0,0,10,120,925,1040,942,644,"2000","Emr"
"2A01b",4,"Nasopharynx","Female",0,0,6,84,153,88,103,71,"2000","Emr"
"2A01c",4,"Other pharynx","Female",0,0,6,18,134,169,157,97,"2000","Emr"
"2A02",3,"Oesophagus cancer","Female",0,0,2,91,861,1043,1188,1168,"2000","Emr"
"2A03",3,"Stomach cancer","Female",0,0,20,225,1328,1079,1425,1846,"2000","Emr"
"2A04",3,"Colon and rectum cancers","Female",0,0,21,202,1234,1079,1291,1752,"2000","Emr"
"2A05",3,"Liver cancer","Female",12,64,25,110,980,1486,1652,1955,"2000","Emr"
"2A05a",4,"Liver cancer secondary to hepatitis B","Female",0,0,2,38,302,307,271,215,"2000","Emr"
"2A05b",4,"Liver cancer secondary to hepatitis C","Female",0,0,0,10,402,810,970,1263,"2000","Emr"
"2A05c",4,"Liver cancer secondary to alcohol use","Female",0,0,0,2,60,94,115,103,"2000","Emr"
"2A05d",4,"Other liver cancer","Female",12,64,22,60,216,275,296,375,"2000","Emr"
"2A06",3,"Pancreas cancer","Female",0,0,0,9,193,296,378,478,"2000","Emr"
"2A07",3,"Trachea, bronchus, lung cancers","Female",0,0,19,98,593,815,1052,1190,"2000","Emr"
"2A08",3,"Melanoma and other skin cancers","Female",0,0,3,37,156,237,284,406,"2000","Emr"
"2A08a",4,"Malignant skin melanoma","Female",0,0,0,11,61,67,64,86,"2000","Emr"
"2A08b",4,"Non-melanoma skin cancer","Female",0,0,3,26,96,170,220,320,"2000","Emr"
"2A09",3,"Breast cancer","Female",0,0,7,515,8919,6213,4918,4488,"2000","Emr"
"2A10",3,"Cervix uteri cancer","Female",0,0,0,147,2094,2052,1846,1219,"2000","Emr"
"2A11",3,"Corpus uteri cancer","Female",0,0,0,16,196,367,560,609,"2000","Emr"
"2A12",3,"Ovary cancer","Female",0,0,14,141,958,1158,1074,805,"2000","Emr"
"2A13",3,"Prostate cancer","Female",0,0,0,0,0,0,0,0,"2000","Emr"
"2A14",3,"Testicular cancer","Female",0,0,0,0,0,0,0,0,"2000","Emr"
"2A15",3,"Kidney cancer","Female",1,69,27,30,142,176,214,278,"2000","Emr"
"2A16",3,"Bladder cancer","Female",0,0,3,18,86,215,441,940,"2000","Emr"
"2A17",3,"Brain and nervous system cancers","Female",3,343,400,378,931,679,656,580,"2000","Emr"
"2A18",3,"Gallbladder and biliary tract cancer","Female",0,0,0,39,413,578,528,558,"2000","Emr"
"2A19",3,"Larynx cancer","Female",0,0,0,49,119,191,232,222,"2000","Emr"
"2A20",3,"Thyroid cancer","Female",0,0,7,23,115,116,201,461,"2000","Emr"
"2A21",3,"Mesothelioma","Female",0,0,0,2,14,32,25,33,"2000","Emr"
"2A22",3,"Lymphomas, multiple myeloma","Female",0,44,83,440,1061,1081,1460,2148,"2000","Emr"
"2A22a",4,"Hodgkin lymphoma","Female",0,0,6,138,262,114,143,292,"2000","Emr"
"2A22b",4,"Non-Hodgkin lymphoma","Female",0,44,66,282,683,734,981,1579,"2000","Emr"
"2A22c",4,"Multiple myeloma","Female",0,0,11,21,116,233,335,277,"2000","Emr"
"2A23",3,"Leukaemia","Female",8,841,789,1038,1537,808,800,843,"2000","Emr"
"2A24",3,"Other malignant neoplasms","Female",17,333,336,698,2392,2499,2754,2922,"2000","Emr"
"2B",2,"Other neoplasms","Female",0,8,8,7,17,20,46,95,"2000","Emr"
"2C",2,"Diabetes mellitus","Female",1,235,224,712,2938,5059,8976,13723,"2000","Emr"
"2D",2,"Endocrine, blood, immune disorders","Female",67,2156,1054,1320,1057,453,610,1183,"2000","Emr"
"2D01",3,"Thalassaemias","Female",33,959,486,341,108,12,1,0,"2000","Emr"
"2D02",3,"Sickle cell disorders and trait","Female",2,192,187,350,163,24,7,1,"2000","Emr"
"2D03",3,"Other haemoglobinopathies and haemolytic anaemias","Female",2,27,86,407,427,192,297,560,"2000","Emr"
"2D04",3,"Other endocrine, blood and immune disorders","Female",30,978,294,222,359,224,305,623,"2000","Emr"
"2E",2,"Mental and substance use disorders","Female",0,0,0,501,545,152,147,207,"2000","Emr"
"2E01",3,"Depressive disorders","Female",0,0,0,0,0,0,0,0,"2000","Emr"
"2E01a",4,"Major depressive disorder","Female",0,0,0,0,0,0,0,0,"2000","Emr"
"2E01b",4,"Dysthymia","Female",0,0,0,0,0,0,0,0,"2000","Emr"
"2E02",3,"Bipolar disorder","Female",0,0,0,0,0,0,0,0,"2000","Emr"
"2E03",3,"Schizophrenia","Female",0,0,0,0,0,0,0,0,"2000","Emr"
"2E04",3,"Alcohol use disorders","Female",0,0,0,52,104,40,28,30,"2000","Emr"
"2E05",3,"Drug use disorders","Female",0,0,0,448,439,112,119,177,"2000","Emr"
"2E05a",4,"Opioid use disorders","Female",0,0,0,323,321,75,77,83,"2000","Emr"
"2E05b",4,"Cocaine use disorders","Female",0,0,0,7,11,2,2,1,"2000","Emr"
"2E05c",4,"Amphetamine use disorders","Female",0,0,0,10,8,3,2,1,"2000","Emr"
"2E05d",4,"Cannabis use disorders","Female",0,0,0,0,0,0,0,0,"2000","Emr"
"2E05e",4,"Other drug use disorders","Female",0,0,0,108,100,32,38,92,"2000","Emr"
"2E06",3,"Anxiety disorders","Female",0,0,0,0,0,0,0,0,"2000","Emr"
"2E07",3,"Eating disorders","Female",0,0,0,1,1,0,0,0,"2000","Emr"
"2E08",3,"Autism and Asperger syndrome","Female",0,0,0,0,0,0,0,0,"2000","Emr"
"2E09",3,"Childhood behavioural disorders","Female",0,0,0,0,0,0,0,0,"2000","Emr"
"2E09a",4,"Attention deficit/hyperactivity syndrome","Female",0,0,0,0,0,0,0,0,"2000","Emr"
"2E09b",4,"Conduct disorder","Female",0,0,0,0,0,0,0,0,"2000","Emr"
"2E10",3,"Idiopathic intellectual disability","Female",0,0,0,0,0,0,0,0,"2000","Emr"
"2E11",3,"Other mental and behavioural disorders","Female",0,0,0,0,0,0,0,0,"2000","Emr"
"2F",2,"Neurological conditions","Female",0,1008,691,1258,1410,1081,2395,16176,"2000","Emr"
"2F01",3,"Alzheimer disease and other dementias","Female",0,0,0,0,80,337,1361,12781,"2000","Emr"
"2F02",3,"Parkinson disease","Female",0,0,0,1,66,175,502,2753,"2000","Emr"
"2F03",3,"Epilepsy","Female",0,754,541,1135,949,380,365,504,"2000","Emr"
"2F04",3,"Multiple sclerosis","Female",0,0,49,44,170,82,55,42,"2000","Emr"
"2F05",3,"Migraine","Female",0,0,0,0,0,0,0,0,"2000","Emr"
"2F06",3,"Non-migraine headache","Female",0,0,0,0,0,0,0,0,"2000","Emr"
"2F07",3,"Other neurological conditions","Female",0,254,100,78,145,108,112,96,"2000","Emr"
"2G",2,"Sense organ diseases","Female",0,0,0,0,0,0,0,0,"2000","Emr"
"2H",2,"Cardiovascular diseases","Female",63,5446,3561,9743,41409,53983,97896,224720,"2000","Emr"
"2H01",3,"Rheumatic heart disease","Female",0,816,986,1878,4447,2984,2801,4013,"2000","Emr"
"2H02",3,"Hypertensive heart disease","Female",0,0,0,304,2108,3979,7472,20684,"2000","Emr"
"2H03",3,"Ischaemic heart disease","Female",0,0,0,3672,20985,28769,53919,121596,"2000","Emr"
"2H04",3,"Stroke","Female",28,1941,1295,2798,11874,16421,30607,69452,"2000","Emr"
"2H04a",4,"Ischaemic stroke","Female",7,313,171,574,2236,3512,11632,43101,"2000","Emr"
"2H04b",4,"Haemorrhagic stroke","Female",22,1629,1124,2223,9638,12909,18975,26350,"2000","Emr"
"2H05",3,"Cardiomyopathy, myocarditis, endocarditis","Female",13,875,315,285,475,361,569,1194,"2000","Emr"
"2H06",3,"Other circulatory diseases","Female",22,1815,965,806,1519,1469,2527,7782,"2000","Emr"
"2I",2,"Respiratory diseases","Female",0,1024,642,1271,4168,5700,11579,28371,"2000","Emr"
"2I01",3,"Chronic obstructive pulmonary disease","Female",0,227,115,417,1378,2680,6680,18248,"2000","Emr"
"2I02",3,"Asthma","Female",0,734,481,772,2567,2740,4515,9220,"2000","Emr"
"2I03",3,"Other respiratory diseases","Female",0,64,46,81,223,280,384,904,"2000","Emr"
"2J",2,"Digestive diseases","Female",29,2480,1776,4653,9315,10166,14034,28998,"2000","Emr"
"2J01",3,"Peptic ulcer disease","Female",0,152,108,307,922,1237,1711,3688,"2000","Emr"
"2J02",3,"Cirrhosis of the liver","Female",0,1237,1159,3193,6905,7381,10055,19942,"2000","Emr"
"2J02a",4,"Cirrhosis due to hepatitis B","Female",0,4,18,464,2242,2205,2763,5699,"2000","Emr"
"2J02b",4,"Cirrhosis due to hepatitis C","Female",0,8,33,726,2874,2914,3628,6313,"2000","Emr"
"2J02c",4,"Cirrhosis due to alcohol use","Female",0,0,0,32,385,718,1004,1236,"2000","Emr"
"2J02d",4,"Other liver cirrhosis","Female",0,1224,1109,1971,1405,1544,2659,6695,"2000","Emr"
"2J03",3,"Appendicitis","Female",0,114,210,521,368,257,259,388,"2000","Emr"
"2J04",3,"Gastritis and duodenitis","Female",0,2,5,10,33,42,63,127,"2000","Emr"
"2J05",3,"Paralytic ileus and intestinal obstruction","Female",23,793,167,359,359,439,659,1613,"2000","Emr"
"2J06",3,"Inflammatory bowel disease","Female",0,42,13,47,80,66,89,181,"2000","Emr"
"2J07",3,"Gallbladder and biliary diseases","Female",0,38,35,67,230,287,440,1118,"2000","Emr"
"2J08",3,"Pancreatitis","Female",0,8,21,94,269,242,357,654,"2000","Emr"
"2J09",3,"Other digestive diseases","Female",7,95,58,56,149,215,403,1286,"2000","Emr"
"2K",2,"Genitourinary diseases","Female",14,2013,1057,2264,5635,6193,9158,16999,"2000","Emr"
"2K01",3,"Kidney diseases","Female",0,1548,831,1801,4912,5510,8287,15226,"2000","Emr"
"2K01a",4,"Acute glomerulonephritis","Female",0,22,23,9,12,5,11,19,"2000","Emr"
"2K01b",4,"Chronic kidney disease due to diabetes","Female",0,7,8,167,1407,2069,3079,4833,"2000","Emr"
"2K01c",4,"Other chronic kidney disease","Female",0,1519,801,1626,3494,3436,5197,10373,"2000","Emr"
"2K02",3,"Benign prostatic hyperplasia","Female",0,0,0,0,0,0,0,0,"2000","Emr"
"2K03",3,"Urolithiasis","Female",0,4,5,3,23,18,22,45,"2000","Emr"
"2K04",3,"Other urinary diseases","Female",14,462,189,320,502,495,693,1499,"2000","Emr"
"2K05",3,"Infertility","Female",0,0,0,0,0,0,0,0,"2000","Emr"
"2K06",3,"Gynecological diseases","Female",0,0,32,139,197,171,156,230,"2000","Emr"
"2L",2,"Skin diseases","Female",0,40,9,13,30,39,70,280,"2000","Emr"
"2M",2,"Musculoskeletal diseases","Female",0,0,42,202,265,136,304,669,"2000","Emr"
"2M01",3,"Rheumatoid arthritis","Female",0,0,3,4,19,42,156,361,"2000","Emr"
"2M02",3,"Osteoarthritis","Female",0,0,0,0,0,0,0,0,"2000","Emr"
"2M03",3,"Gout","Female",0,0,0,0,0,0,0,0,"2000","Emr"
"2M04",3,"Back and neck pain","Female",0,0,0,0,0,0,0,0,"2000","Emr"
"2M05",3,"Other musculoskeletal disorders","Female",0,0,39,198,246,94,149,308,"2000","Emr"
"2N",2,"Congenital anomalies","Female",17886,12083,3367,1179,699,148,125,0,"2000","Emr"
"2N01",3,"Neural tube defects","Female",3559,2153,385,120,47,10,7,0,"2000","Emr"
"2N02",3,"Cleft lip and cleft palate","Female",199,77,0,0,0,0,0,0,"2000","Emr"
"2N03",3,"Down syndrome","Female",374,396,134,77,81,23,10,0,"2000","Emr"
"2N04",3,"Congenital heart anomalies","Female",5729,5170,1774,561,342,70,59,0,"2000","Emr"
"2N05",3,"Other chromosomal anomalies","Female",420,228,55,23,11,1,1,0,"2000","Emr"
"2N06",3,"Other congenital anomalies","Female",7604,4060,1019,397,218,44,48,0,"2000","Emr"
"2O",2,"Oral conditions","Female",0,0,0,0,0,0,0,0,"2000","Emr"
"2P",2,"Sudden infant death syndrome","Female",58,2580,0,0,0,0,0,0,"2000","Emr"
"3",1,"Injuries","Female",3842,19490,11382,20456,17997,6174,5796,7760,"2000","Emr"
"3A",2,"Unintentional injuries","Female",3662,17950,9814,11962,12314,4934,4994,7055,"2000","Emr"
"3A01",3,"Road injury","Female",188,3941,3895,5526,6367,2705,2432,2155,"2000","Emr"
"3A02",3,"Poisonings","Female",101,1633,544,625,485,159,107,125,"2000","Emr"
"3A03",3,"Falls","Female",105,989,558,524,634,315,600,2169,"2000","Emr"
"3A04",3,"Fire, heat and hot substances","Female",165,2224,945,1912,1243,290,322,549,"2000","Emr"
"3A05",3,"Drowning","Female",51,3487,1322,506,295,96,79,86,"2000","Emr"
"3A06",3,"Exposure to mechanical forces","Female",284,655,500,521,510,187,179,239,"2000","Emr"
"3A07",3,"Natural disasters","Female",0,1,3,3,2,1,1,1,"2000","Emr"
"3A08",3,"Other unintentional injuries","Female",2767,5020,2047,2344,2778,1181,1275,1731,"2000","Emr"
"3B",2,"Intentional injuries","Female",180,1539,1568,8494,5683,1240,802,705,"2000","Emr"
"3B01",3,"Self-harm","Female",0,0,307,4538,3248,643,417,311,"2000","Emr"
"3B02",3,"Interpersonal violence","Female",0,641,613,3158,2024,453,285,320,"2000","Emr"
"3B03",3,"Collective violence and legal intervention","Female",180,898,648,799,412,144,100,73,"2000","Emr"
"0",0,"All Causes","Male",261843,229045,76645,239627,793462,718715,1211828,2861721,"2000","Wpr"
"1",1,"Communicable & Nutritional","Male",213942,132330,17253,25930,70690,38159,56863,184545,"2000","Wpr"
"1A",2,"Infectious and parasitic diseases","Male",8611,64829,13133,21455,60890,28712,34867,53684,"2000","Wpr"
"1A01",3,"Tuberculosis","Male",0,11162,3125,11364,30460,17849,25012,37105,"2000","Wpr"
"1A02",3,"STDs excluding HIV","Male",2399,529,12,25,47,34,34,64,"2000","Wpr"
"1A02a",4,"Syphilis","Male",2399,529,10,18,35,27,27,39,"2000","Wpr"
"1A02b",4,"Chlamydia","Male",0,0,0,0,0,0,0,0,"2000","Wpr"
"1A02c",4,"Gonorrhoea","Male",0,0,0,3,5,2,3,5,"2000","Wpr"
"1A02d",4,"Trichomoniasis","Male",0,0,0,0,0,0,0,0,"2000","Wpr"
"1A02e",4,"Genital herpes","Male",0,0,0,0,0,0,0,0,"2000","Wpr"
"1A02f",4,"Other STDs","Male",0,0,2,4,7,6,5,19,"2000","Wpr"
"1A03",3,"HIV/AIDS","Male",11,1104,57,3296,17766,3442,936,193,"2000","Wpr"
"1A04",3,"Diarrhoeal diseases","Male",1966,27877,1875,1623,1808,1158,1841,5192,"2000","Wpr"
"1A05",3,"Childhood-cluster diseases","Male",3277,11523,1735,386,742,385,353,448,"2000","Wpr"
"1A05a",4,"Whooping cough","Male",0,3787,290,62,44,16,0,1,"2000","Wpr"
"1A05b",4,"Diphtheria","Male",0,24,17,3,7,4,0,1,"2000","Wpr"
"1A05c",4,"Measles","Male",0,7500,1215,75,30,5,0,2,"2000","Wpr"
"1A05d",4,"Tetanus","Male",3277,213,212,246,661,360,353,443,"2000","Wpr"
"1A06",3,"Meningitis","Male",476,5797,1139,1088,1450,569,684,1112,"2000","Wpr"
"1A07",3,"Encephalitis","Male",118,2120,430,408,543,202,237,389,"2000","Wpr"
"1A08",3,"Hepatitis","Male",0,655,103,528,3141,2169,2466,2782,"2000","Wpr"
"1A08a",4,"Acute hepatitis A","Male",0,283,36,110,279,241,236,561,"2000","Wpr"
"1A08b",4,"Acute hepatitis B","Male",0,311,55,359,2443,1411,1298,1188,"2000","Wpr"
"1A08c",4,"Acute hepatitis C","Male",0,25,6,26,281,403,820,899,"2000","Wpr"
"1A08d",4,"Acute hepatitis E","Male",0,37,5,32,138,114,112,133,"2000","Wpr"
"1A09",3,"Parasitic and vector diseases","Male",2,2704,4489,2306,4097,2136,1954,1375,"2000","Wpr"
"1A09a",4,"Malaria","Male",0,972,240,632,442,315,275,96,"2000","Wpr"
"1A09b",4,"Trypanosomiasis","Male",0,0,0,0,0,0,0,0,"2000","Wpr"
"1A09c",4,"Chagas disease","Male",0,0,0,0,0,0,0,0,"2000","Wpr"
"1A09d",4,"Schistosomiasis","Male",0,1,9,30,197,153,199,301,"2000","Wpr"
"1A09e",4,"Leishmaniasis","Male",0,0,0,0,0,0,0,0,"2000","Wpr"
"1A09f",4,"Lymphatic filariasis","Male",0,0,0,0,0,0,0,0,"2000","Wpr"
"1A09g",4,"Onchocerciasis","Male",0,0,0,0,0,0,0,0,"2000","Wpr"
"1A09h",4,"Cysticercosis","Male",0,3,59,126,388,134,128,101,"2000","Wpr"
"1A09i",4,"Echinococcosis","Male",0,21,99,50,174,89,106,136,"2000","Wpr"
"1A09j",4,"Dengue","Male",2,155,103,69,51,18,20,27,"2000","Wpr"
"1A09k",4,"Trachoma","Male",0,0,0,0,0,0,0,1,"2000","Wpr"
"1A09l",4,"Yellow fever","Male",0,0,0,0,0,0,0,0,"2000","Wpr"
"1A09m",4,"Rabies","Male",0,1553,3978,1398,2845,1428,1226,712,"2000","Wpr"
"1A10",3,"Intestinal nematode infections","Male",0,37,38,6,10,5,7,13,"2000","Wpr"
"1A10a",4,"Ascariasis","Male",0,37,38,5,8,3,6,11,"2000","Wpr"
"1A10b",4,"Trichuriasis","Male",0,0,0,0,0,0,0,0,"2000","Wpr"
"1A10c",4,"Hookworm disease","Male",0,0,0,1,2,2,1,2,"2000","Wpr"
"1A10d",4,"Food-bourne trematodes","Male",0,0,0,0,0,0,0,0,"2000","Wpr"
"1A11",3,"Leprosy","Male",0,0,0,1,11,0,6,17,"2000","Wpr"
"1A12",3,"Other infectious diseases","Male",362,1319,131,425,815,765,1335,4995,"2000","Wpr"
"1B",2,"Respiratory Infectious","Male",35545,57118,3697,4080,9039,8776,20878,124747,"2000","Wpr"
"1B01",3,"Lower respiratory infections","Male",35407,56445,3580,3924,8672,8494,20354,121708,"2000","Wpr"
"1B02",3,"Upper respiratory infections","Male",129,671,107,143,357,280,521,3031,"2000","Wpr"
"1B03",3,"Otitis media","Male",10,2,10,14,10,2,3,8,"2000","Wpr"
"1C",2,"Maternal conditions","Male",0,0,0,0,0,0,0,0,"2000","Wpr"
"1D",2,"Neonatal conditions","Male",169786,6153,2,0,1,0,0,0,"2000","Wpr"
"1D01",3,"Preterm birth complications","Male",73714,2961,0,0,0,0,0,0,"2000","Wpr"
"1D02",3,"Birth asphyxia and birth trauma","Male",71313,1238,1,0,0,0,0,0,"2000","Wpr"
"1D03",3,"Neonatal sepsis and infections","Male",8475,81,1,0,1,0,0,0,"2000","Wpr"
"1D04",3,"Other neonatal conditions","Male",16284,1874,0,0,0,0,0,0,"2000","Wpr"
"1E",2,"Nutritional deficiencies","Male",0,4230,421,395,760,671,1119,6114,"2000","Wpr"
"1E01",3,"Protein-energy malnutrition","Male",0,3822,336,281,515,427,678,3859,"2000","Wpr"
"1E02",3,"Iodine deficiency","Male",0,0,0,0,0,0,0,0,"2000","Wpr"
"1E03",3,"Vitamin A deficiency","Male",0,0,0,0,0,0,0,1,"2000","Wpr"
"1E04",3,"Iron-deficiency anaemia","Male",0,0,35,43,101,105,185,546,"2000","Wpr"
"1E05",3,"Other nutritional deficiencies","Male",0,407,50,71,144,139,256,1708,"2000","Wpr"
"2",1,"Noncommunicable","Male",34057,47065,18981,73736,500347,605095,1093693,2592741,"2000","Wpr"
"2A",2,"Malignant neoplasms","Male",225,8093,8837,23960,205529,262706,405888,571979,"2000","Wpr"
"2A01",3,"Mouth and oropharynx cancers","Male",0,0,145,909,8700,8692,9678,10513,"2000","Wpr"
"2A01a",4,"Lip and oral cavity","Male",0,0,36,125,1634,1912,2599,3738,"2000","Wpr"
"2A01b",4,"Nasopharynx","Male",0,0,101,748,6169,5497,5337,4635,"2000","Wpr"
"2A01c",4,"Other pharynx","Male",0,0,8,36,898,1283,1742,2140,"2000","Wpr"
"2A02",3,"Oesophagus cancer","Male",0,0,0,215,17276,33487,52898,66623,"2000","Wpr"
"2A03",3,"Stomach cancer","Male",0,0,2,1397,32986,50861,85038,121379,"2000","Wpr"
"2A04",3,"Colon and rectum cancers","Male",0,0,53,1259,12143,14080,24303,42882,"2000","Wpr"
"2A05",3,"Liver cancer","Male",33,341,353,3770,62506,62111,68442,62093,"2000","Wpr"
"2A05a",4,"Liver cancer secondary to hepatitis B","Male",0,0,172,3297,52441,46597,42903,31785,"2000","Wpr"
"2A05b",4,"Liver cancer secondary to hepatitis C","Male",0,0,1,39,2673,6468,13093,17931,"2000","Wpr"
"2A05c",4,"Liver cancer secondary to alcohol use","Male",0,0,0,57,3378,5249,8116,7536,"2000","Wpr"
"2A05d",4,"Other liver cancer","Male",33,341,180,377,4015,3796,4330,4842,"2000","Wpr"
"2A06",3,"Pancreas cancer","Male",0,0,3,197,4530,6935,11228,16193,"2000","Wpr"
"2A07",3,"Trachea, bronchus, lung cancers","Male",0,0,44,1555,32069,53534,99791,143885,"2000","Wpr"
"2A08",3,"Melanoma and other skin cancers","Male",0,10,13,159,1147,1034,1821,3444,"2000","Wpr"
"2A08a",4,"Malignant skin melanoma","Male",0,10,9,89,689,582,556,1007,"2000","Wpr"
"2A08b",4,"Non-melanoma skin cancer","Male",0,0,4,70,458,452,1265,2437,"2000","Wpr"
"2A09",3,"Breast cancer","Male",0,0,0,23,120,140,210,284,"2000","Wpr"
"2A10",3,"Cervix uteri cancer","Male",0,0,0,0,0,0,0,0,"2000","Wpr"
"2A11",3,"Corpus uteri cancer","Male",0,0,0,0,0,0,0,0,"2000","Wpr"
"2A12",3,"Ovary cancer","Male",0,0,0,0,0,0,0,0,"2000","Wpr"
"2A13",3,"Prostate cancer","Male",0,0,0,125,632,2027,8435,33400,"2000","Wpr"
"2A14",3,"Testicular cancer","Male",1,38,29,268,491,95,117,232,"2000","Wpr"
"2A15",3,"Kidney cancer","Male",4,219,134,133,1140,1702,2674,4190,"2000","Wpr"
"2A16",3,"Bladder cancer","Male",0,0,5,98,1302,2095,4751,14281,"2000","Wpr"
"2A17",3,"Brain and nervous system cancers","Male",41,1477,2018,2347,7232,4868,5757,5550,"2000","Wpr"
"2A18",3,"Gallbladder and biliary tract cancer","Male",0,0,0,46,1237,2163,4298,9046,"2000","Wpr"
"2A19",3,"Larynx cancer","Male",0,0,4,59,1503,2655,4089,5255,"2000","Wpr"
"2A20",3,"Thyroid cancer","Male",0,0,23,75,329,466,539,1065,"2000","Wpr"
"2A21",3,"Mesothelioma","Male",0,0,2,34,241,334,401,750,"2000","Wpr"
"2A22",3,"Lymphomas, multiple myeloma","Male",0,345,638,1653,4567,4868,6959,10449,"2000","Wpr"
"2A22a",4,"Hodgkin lymphoma","Male",0,44,104,288,637,451,606,654,"2000","Wpr"
"2A22b",4,"Non-Hodgkin lymphoma","Male",0,301,535,1264,3274,3361,4603,6996,"2000","Wpr"
"2A22c",4,"Multiple myeloma","Male",0,0,0,101,657,1056,1750,2798,"2000","Wpr"
"2A23",3,"Leukaemia","Male",93,4374,4177,6935,9255,4962,6103,8112,"2000","Wpr"
"2A24",3,"Other malignant neoplasms","Male",52,1290,1196,2703,6121,5597,8355,12356,"2000","Wpr"
"2B",2,"Other neoplasms","Male",2,46,68,169,560,747,1577,4192,"2000","Wpr"
"2C",2,"Diabetes mellitus","Male",6,340,106,873,7426,9625,17273,30942,"2000","Wpr"
"2D",2,"Endocrine, blood, immune disorders","Male",222,1977,781,1336,2428,1662,2283,5947,"2000","Wpr"
"2D01",3,"Thalassaemias","Male",56,819,371,448,466,157,34,2,"2000","Wpr"
"2D02",3,"Sickle cell disorders and trait","Male",1,12,8,12,8,1,0,0,"2000","Wpr"
"2D03",3,"Other haemoglobinopathies and haemolytic anaemias","Male",8,61,90,324,549,495,921,2120,"2000","Wpr"
"2D04",3,"Other endocrine, blood and immune disorders","Male",158,1086,312,552,1404,1010,1328,3825,"2000","Wpr"
"2E",2,"Mental and substance use disorders","Male",0,2,22,4431,12672,4686,3948,4152,"2000","Wpr"
"2E01",3,"Depressive disorders","Male",0,0,0,0,0,0,0,0,"2000","Wpr"
"2E01a",4,"Major depressive disorder","Male",0,0,0,0,0,0,0,0,"2000","Wpr"
"2E01b",4,"Dysthymia","Male",0,0,0,0,0,0,0,0,"2000","Wpr"
"2E02",3,"Bipolar disorder","Male",0,0,0,0,4,2,2,5,"2000","Wpr"
"2E03",3,"Schizophrenia","Male",0,0,0,43,132,75,55,69,"2000","Wpr"
"2E04",3,"Alcohol use disorders","Male",0,0,1,976,6506,2935,1880,1050,"2000","Wpr"
"2E05",3,"Drug use disorders","Male",0,2,17,3404,6017,1671,2001,3013,"2000","Wpr"
"2E05a",4,"Opioid use disorders","Male",0,2,17,1910,3573,894,1182,1678,"2000","Wpr"
"2E05b",4,"Cocaine use disorders","Male",0,0,0,58,147,33,28,11,"2000","Wpr"
"2E05c",4,"Amphetamine use disorders","Male",0,0,0,235,300,28,21,6,"2000","Wpr"
"2E05d",4,"Cannabis use disorders","Male",0,0,0,0,0,0,0,0,"2000","Wpr"
"2E05e",4,"Other drug use disorders","Male",0,0,0,1200,1997,716,771,1318,"2000","Wpr"
"2E06",3,"Anxiety disorders","Male",0,0,0,0,3,0,1,3,"2000","Wpr"
"2E07",3,"Eating disorders","Male",0,0,0,0,1,0,0,0,"2000","Wpr"
"2E08",3,"Autism and Asperger syndrome","Male",0,0,0,0,0,0,0,0,"2000","Wpr"
"2E09",3,"Childhood behavioural disorders","Male",0,0,0,0,0,0,0,0,"2000","Wpr"
"2E09a",4,"Attention deficit/hyperactivity syndrome","Male",0,0,0,0,0,0,0,0,"2000","Wpr"
"2E09b",4,"Conduct disorder","Male",0,0,0,0,0,0,0,0,"2000","Wpr"
"2E10",3,"Idiopathic intellectual disability","Male",0,0,4,8,9,2,7,11,"2000","Wpr"
"2E11",3,"Other mental and behavioural disorders","Male",0,0,0,0,0,1,1,0,"2000","Wpr"
